,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
35334,2010-01-01,Butte,106040937.0,OROVILLE HOSPITAL,General Acute Care,Intensive Care,3650.0,217.0,2849.0,899,1917.0,59,544,1916.9999999999986
35348,2010-01-01,Butte,106040962.0,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,General Acute Care,Intensive Care,6570.0,254.0,4495.0,1312,3641.0,59,203,3641.0
35362,2010-01-01,Butte,106044006.0,BUTTE COUNTY PHF,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,59,60,-1.8189894035458565e-12
35376,2010-01-01,Butte,106044011.0,ENLOE REHABILITATION CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,59,204,-1.8189894035458565e-12
35390,2010-01-01,Calaveras,106050932.0,MARK TWAIN ST. JOSEPHS HOSPITAL,General Acute Care,Intensive Care,2920.0,172.0,791.0,247,2548.0,60,471,2547.9999999999995
35404,2010-01-01,Colusa,106060870.0,COLUSA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,34.0,185.0,70,2109.0,61,118,2108.9999999999995
35418,2010-01-01,Contra Costa,106070904.0,DOCTORS MEDICAL CENTER - SAN PABLO,General Acute Care,Intensive Care,12775.0,318.0,5299.0,1516,9310.0,62,170,9310.000000000004
35432,2010-01-01,Contra Costa,106070924.0,CONTRA COSTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,152.0,2098.0,316,1290.0,62,139,1289.9999999999989
35446,2010-01-01,Contra Costa,106070934.0,SUTTER DELTA MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,170.0,2470.0,681,2761.0,62,754,2760.9999999999995
35460,2010-01-01,Contra Costa,106070988.0,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,General Acute Care,Intensive Care,8760.0,370.0,7298.0,1688,3520.0,62,287,3519.9999999999995
35474,2010-01-01,Contra Costa,106070990.0,KAISER FND HOSP - WALNUT CREEK,General Acute Care,Intensive Care,8760.0,561.0,7010.0,1637,3948.0,62,330,3947.9999999999995
35488,2010-01-01,Contra Costa,106071018.0,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,General Acute Care,Intensive Care,5475.0,351.0,5700.0,2035,2161.0,62,285,2160.999999999998
35502,2010-01-01,Contra Costa,106074011.0,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,62,637,-1.8189894035458565e-12
35516,2010-01-01,Contra Costa,106074017.0,SAN RAMON REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,208.0,2093.0,0,305.0,62,635,304.99999999999864
35530,2010-01-01,Contra Costa,106074039.0,JOHN MUIR BEHAVIORAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,62,282,-1.8189894035458565e-12
35544,2010-01-01,Contra Costa,106074093.0,KAISER FND HOSP - RICHMOND CAMPUS,General Acute Care,Intensive Care,2920.0,128.0,2278.0,419,1189.0,62,312,1188.9999999999986
35558,2010-01-01,Contra Costa,106074097.0,KAISER FOUND HSP-ANTIOCH,General Acute Care,Intensive Care,7300.0,164.0,2561.0,811,5714.0,62,339,5714.000000000002
35572,2010-01-01,Del Norte,106084001.0,SUTTER COAST HOSPITAL,General Acute Care,Intensive Care,2190.0,445.0,1964.0,530,1201.0,63,752,1200.9999999999984
35586,2010-01-01,El Dorado,106090793.0,BARTON MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,260.0,1389.0,267,2058.0,64,51,2057.999999999999
35600,2010-01-01,El Dorado,106090933.0,MARSHALL  MEDICAL CENTER (1-RH),General Acute Care,Intensive Care,2920.0,264.0,1960.0,599,1823.0,64,473,1822.9999999999989
35614,2010-01-01,El Dorado,106094002.0,EL DORADO COUNTY P H F,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,64,194,-1.8189894035458565e-12
35628,2010-01-01,Fresno,106100005.0,CLOVIS COMMUNITY MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,118.0,1767.0,389,1295.0,65,108,1294.999999999999
35642,2010-01-01,Fresno,106100697.0,COALINGA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,109,-1.8189894035458565e-12
35656,2010-01-01,Fresno,106100717.0,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,General Acute Care,Intensive Care,24820.0,541.0,14281.0,2439,13519.0,65,134,13519.00000000001
35670,2010-01-01,Fresno,106100745.0,KINGSBURG MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,409,-1.8189894035458565e-12
35684,2010-01-01,Fresno,106100793.0,SELMA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,657,-1.8189894035458565e-12
35698,2010-01-01,Fresno,106100797.0,SIERRA KINGS DISTRICT HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,684,-1.8189894035458565e-12
35712,2010-01-01,Fresno,106100899.0,ST. AGNES MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,327.0,5878.0,813,8037.0,65,713,8037.000000000005
35726,2010-01-01,Fresno,106104008.0,COMMUNITY BEHAVIORAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,121,-1.8189894035458565e-12
35740,2010-01-01,Fresno,106104023.0,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,630,-1.8189894035458565e-12
35754,2010-01-01,Fresno,106104047.0,FRESNO SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,226,-1.8189894035458565e-12
35768,2010-01-01,Fresno,106104062.0,KAISER FND HOSP - FRESNO,General Acute Care,Intensive Care,4380.0,163.0,2303.0,629,2869.0,65,295,2868.9999999999995
35782,2010-01-01,Fresno,106104089.0,FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,222,-1.8189894035458565e-12
35796,2010-01-01,Fresno,106105029.0,FRESNO HEART AND SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,223,-1.8189894035458565e-12
35810,2010-01-01,Fresno,106105051.0,COALINGA STATE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,110,-1.8189894035458565e-12
35824,2010-01-01,Glenn,106110889.0,GLENN MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,66,241,-1.8189894035458565e-12
35838,2010-01-01,Humboldt,106120981.0,"GENERAL HOSPITAL, THE",General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,67,234,-1.8189894035458565e-12
35852,2010-01-01,Humboldt,106121002.0,MAD RIVER COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,130.0,1310.0,257,1267.0,67,460,1266.9999999999989
35866,2010-01-01,Humboldt,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,67,278,-1.8189894035458565e-12
35880,2010-01-01,Humboldt,106121051.0,REDWOOD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,160.0,1143.0,191,668.0,67,596,667.9999999999985
35893,2010-01-01,Humboldt,106121080.0,ST. JOSEPH HOSPITAL - EUREKA,General Acute Care,Intensive Care,1460.0,97.0,1905.0,596,248.0,67,726,247.9999999999979
35907,2010-01-01,Humboldt,106124004.0,SEMPERVIRENS P.H.F.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,67,658,-1.8189894035458565e-12
35921,2010-01-01,Imperial,106130699.0,EL CENTRO REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,225.0,2704.0,776,5597.0,68,193,5597.000000000002
35935,2010-01-01,Imperial,106130760.0,PIONEERS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,168.0,2654.0,568,1002.0,68,568,1001.9999999999985
35949,2010-01-01,Inyo,106141273.0,NORTHERN INYO HOSPITAL,General Acute Care,Intensive Care,1460.0,63.0,331.0,118,1310.0,69,530,1309.9999999999989
35963,2010-01-01,Inyo,106141338.0,SOUTHERN INYO HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,69,710,-1.8189894035458565e-12
35977,2010-01-01,Kern,106150706.0,DELANO REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,79.0,2465.0,281,1545.0,70,157,1544.999999999999
35991,2010-01-01,Kern,106150722.0,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,General Acute Care,Intensive Care,11680.0,298.0,6386.0,1577,7169.0,70,45,7169.000000000002
36005,2010-01-01,Kern,106150736.0,KERN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,118.0,2205.0,395,2688.0,70,385,2688.0
36019,2010-01-01,Kern,106150737.0,KERN VALLEY HEALTHCARE DISTRICT,General Acute Care,Intensive Care,1095.0,0.0,0.0,0,1095.0,70,386,1094.9999999999989
36033,2010-01-01,Kern,106150761.0,MERCY HOSPITAL - BAKERSFIELD,General Acute Care,Intensive Care,7300.0,251.0,4844.0,1076,3783.0,70,484,3783.0
36047,2010-01-01,Kern,106150775.0,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,General Acute Care,Intensive Care,1460.0,37.0,270.0,80,1307.0,70,243,1306.9999999999989
36061,2010-01-01,Kern,106150782.0,RIDGECREST REGIONAL HOSPITAL,General Acute Care,Intensive Care,2920.0,88.0,416.0,43,2635.0,70,603,2635.0
36075,2010-01-01,Kern,106150788.0,SAN JOAQUIN COMMUNITY HOSPITAL,General Acute Care,Intensive Care,10950.0,384.0,7553.0,1831,5612.0,70,625,5612.000000000001
36089,2010-01-01,Kern,106150808.0,TEHACHAPI HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,70,774,-1.8189894035458565e-12
36103,2010-01-01,Kern,106154022.0,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,70,257,-1.8189894035458565e-12
36117,2010-01-01,Kern,106154101.0,BAKERSFIELD HEART HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,70,43,-1.8189894035458565e-12
36131,2010-01-01,Kern,106154108.0,MERCY SOUTHWEST HOSPITAL,General Acute Care,Intensive Care,2920.0,124.0,1697.0,395,1742.0,70,494,1741.999999999999
36145,2010-01-01,Kern,106154147.0,CRESTWOOD PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,70,145,-1.8189894035458565e-12
36159,2010-01-01,Kern,106154160.0,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,70,146,-1.8189894035458565e-12
36173,2010-01-01,Kings,106160702.0,CORCORAN DISTRICT HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,71,140,-1.8189894035458565e-12
36187,2010-01-01,Kings,106160725.0,HANFORD COMMUNITY MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,303.0,3345.0,44,652.0,71,248,651.999999999999
36201,2010-01-01,Kings,106160787.0,CENTRAL VALLEY GENERAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,71,82,-1.8189894035458565e-12
36215,2010-01-01,Kings,106164029.0,ADVENTIST MEDICAL CENTER,General Acute Care,Intensive Care,594.0,0.0,0.0,0,594.0,71,0,593.9999999999985
36229,2010-01-01,Lake,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE,General Acute Care,Intensive Care,1460.0,257.0,1350.0,242,609.0,72,719,608.9999999999985
36243,2010-01-01,Lake,106171395.0,SUTTER LAKESIDE HOSPITAL,General Acute Care,Intensive Care,1095.0,124.0,925.0,134,428.0,72,756,427.9999999999984
36257,2010-01-01,Lassen,106184008.0,BANNER LASSEN MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,73,48,-1.8189894035458565e-12
36271,2010-01-01,Los Angeles,106190017.0,ALHAMBRA HOSPITAL,General Acute Care,Intensive Care,2190.0,94.0,1314.0,387,1357.0,74,10,1356.9999999999989
36285,2010-01-01,Los Angeles,106190020.0,BHC ALHAMBRA HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,56,-1.8189894035458565e-12
36299,2010-01-01,Los Angeles,106190034.0,ANTELOPE VALLEY HOSPITAL,General Acute Care,Intensive Care,7665.0,600.0,10450.0,2771,586.0,74,30,585.9999999999975
36313,2010-01-01,Los Angeles,106190045.0,CATALINA ISLAND MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,75,-1.8189894035458565e-12
36327,2010-01-01,Los Angeles,106190049.0,VISTA HOSPITAL OF SAN GABRIEL VALLEY,General Acute Care,Intensive Care,2920.0,94.0,2597.0,204,621.0,74,846,620.9999999999987
36341,2010-01-01,Los Angeles,106190052.0,BARLOW RESPIRATORY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,49,-1.8189894035458565e-12
36355,2010-01-01,Los Angeles,106190053.0,ST. MARY MEDICAL CENTER,General Acute Care,Intensive Care,14235.0,404.0,6631.0,944,8952.0,74,734,8952.000000000004
36369,2010-01-01,Los Angeles,106190066.0,BELLFLOWER MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,112.0,1153.0,177,961.0,74,53,960.9999999999986
36383,2010-01-01,Los Angeles,106190081.0,BEVERLY HOSPITAL,General Acute Care,Intensive Care,4380.0,81.0,3554.0,166,1073.0,74,55,1072.9999999999993
36396,2010-01-01,Los Angeles,106190110.0,BROTMAN MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,165.0,2212.0,429,2032.0,74,58,2031.9999999999993
36410,2010-01-01,Los Angeles,106190125.0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,General Acute Care,Intensive Care,10220.0,747.0,7064.0,1135,5038.0,74,62,5038.000000000002
36424,2010-01-01,Los Angeles,106190137.0,CASA COLINA HOSPITAL FOR REHAB MEDICINE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,74,-1.8189894035458565e-12
36438,2010-01-01,Los Angeles,106190148.0,CENTINELA HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,333.0,4918.0,937,3287.0,74,80,3287.0
36452,2010-01-01,Los Angeles,106190150.0,KEDREN COMMUNITY MENTAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,381,-1.8189894035458565e-12
36466,2010-01-01,Los Angeles,106190159.0,TRI-CITY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,188.0,2074.0,445,3304.0,74,799,3303.9999999999995
36480,2010-01-01,Los Angeles,106190163.0,AURORA CHARTER OAK,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,38,-1.8189894035458565e-12
36494,2010-01-01,Los Angeles,106190170.0,CHILDRENS HOSPITAL OF LOS ANGELES,General Acute Care,Intensive Care,16790.0,581.0,15109.0,1598,3860.0,74,93,3860.0000000000014
36508,2010-01-01,Los Angeles,106190176.0,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,General Acute Care,Intensive Care,6570.0,0.0,4069.0,1067,3568.0,74,107,3568.0000000000005
36522,2010-01-01,Los Angeles,106190184.0,COLLEGE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,114,-1.8189894035458565e-12
36536,2010-01-01,Los Angeles,106190196.0,VISTA HOSPITAL OF SOUTH BAY,General Acute Care,Intensive Care,1460.0,50.0,1407.0,72,175.0,74,847,174.99999999999844
36550,2010-01-01,Los Angeles,106190197.0,COMMUNITY HOSPITAL OF HUNTINGTON PARK,General Acute Care,Intensive Care,1460.0,47.0,844.0,253,916.0,74,124,915.9999999999986
36564,2010-01-01,Los Angeles,106190198.0,LOS ANGELES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,76.0,2039.0,249,476.0,74,448,475.9999999999985
36578,2010-01-01,Los Angeles,106190200.0,SAN GABRIEL VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,263.0,4431.0,886,3653.0,74,623,3653.0000000000005
36592,2010-01-01,Los Angeles,106190232.0,DEL AMO HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,156,-1.8189894035458565e-12
36606,2010-01-01,Los Angeles,106190240.0,LAKEWOOD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,372.0,4989.0,1100,-597.0,74,418,-597.0000000000028
36620,2010-01-01,Los Angeles,106190243.0,DOWNEY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,165.0,2361.0,707,1431.0,74,179,1430.9999999999986
36634,2010-01-01,Los Angeles,106190256.0,EAST LOS ANGELES DOCTORS HOSPITAL,General Acute Care,Intensive Care,1460.0,69.0,1152.0,80,457.0,74,183,456.9999999999985
36648,2010-01-01,Los Angeles,106190280.0,ENCINO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,65.0,970.0,25,7150.0,74,197,7150.000000000004
36662,2010-01-01,Los Angeles,106190298.0,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,General Acute Care,Intensive Care,3285.0,294.0,2308.0,437,1708.0,74,212,1707.999999999999
36676,2010-01-01,Los Angeles,106190305.0,KINDRED HOSPITAL - LOS ANGELES,General Acute Care,Intensive Care,1825.0,78.0,1741.0,285,447.0,74,390,446.9999999999984
36690,2010-01-01,Los Angeles,106190307.0,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",General Acute Care,Intensive Care,3285.0,88.0,1751.0,371,1993.0,74,547,1992.9999999999995
36704,2010-01-01,Los Angeles,106190315.0,GARFIELD MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,247.0,4207.0,590,1740.0,74,231,1739.9999999999998
36718,2010-01-01,Los Angeles,106190317.0,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,233,-1.8189894035458565e-12
36732,2010-01-01,Los Angeles,106190323.0,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,General Acute Care,Intensive Care,8030.0,251.0,5875.0,1287,3693.0,74,237,3693.0
36746,2010-01-01,Los Angeles,106190328.0,EAST VALLEY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,99.0,1148.0,108,884.0,74,184,883.9999999999987
36760,2010-01-01,Los Angeles,106190352.0,GREATER EL MONTE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,220.0,2090.0,458,413.0,74,246,412.9999999999981
36774,2010-01-01,Los Angeles,106190380.0,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,General Acute Care,Intensive Care,1825.0,61.0,1084.0,273,1075.0,74,270,1074.9999999999986
36788,2010-01-01,Los Angeles,106190382.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,General Acute Care,Intensive Care,10220.0,369.0,4579.0,2347,8357.0,74,273,8357.000000000002
36802,2010-01-01,Los Angeles,106190385.0,PROVIDENCE HOLY CROSS MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,2046.0,8407.0,2577,596.0,74,580,595.9999999999967
36816,2010-01-01,Los Angeles,106190392.0,GOOD SAMARITAN HOSPITAL-LOS ANGELES,General Acute Care,Intensive Care,21170.0,554.0,7992.0,2084,15816.0,74,244,15816.000000000007
36830,2010-01-01,Los Angeles,106190400.0,HUNTINGTON MEMORIAL HOSPITAL,General Acute Care,Intensive Care,14235.0,555.0,6553.0,1181,9418.0,74,275,9418.000000000004
36844,2010-01-01,Los Angeles,106190410.0,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,692,-1.8189894035458565e-12
36858,2010-01-01,Los Angeles,106190413.0,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,General Acute Care,Intensive Care,2920.0,153.0,2243.0,644,1474.0,74,101,1473.9999999999986
36872,2010-01-01,Los Angeles,106190422.0,TORRANCE MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,447.0,7450.0,1901,3658.0,74,796,3657.999999999999
36886,2010-01-01,Los Angeles,106190429.0,KAISER FND HOSP - SUNSET,General Acute Care,Intensive Care,29200.0,1404.0,22500.0,4521,12625.0,74,329,12625.000000000004
36900,2010-01-01,Los Angeles,106190431.0,KAISER FND HOSP - SOUTH BAY,General Acute Care,Intensive Care,3650.0,191.0,2578.0,729,1992.0,74,326,1991.9999999999989
36914,2010-01-01,Los Angeles,106190432.0,KAISER FND HOSP - PANORAMA CITY,General Acute Care,Intensive Care,8760.0,228.0,2992.0,1852,7848.0,74,308,7848.000000000002
36928,2010-01-01,Los Angeles,106190434.0,KAISER FND HOSP - WEST LA,General Acute Care,Intensive Care,12045.0,236.0,3481.0,866,9666.0,74,331,9666.000000000004
36942,2010-01-01,Los Angeles,106190449.0,KINDRED HOSPITAL - LA MIRADA,General Acute Care,Intensive Care,2190.0,75.0,1448.0,112,929.0,74,389,928.9999999999987
36956,2010-01-01,Los Angeles,106190455.0,LANCASTER COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2052.0,150.0,1942.0,548,808.0,74,419,807.9999999999984
36970,2010-01-01,Los Angeles,106190458.0,KINDRED HOSPITAL - SAN GABRIEL VALLEY,General Acute Care,Intensive Care,2190.0,69.0,1798.0,113,574.0,74,398,573.9999999999986
36984,2010-01-01,Los Angeles,106190462.0,"AURORA LAS ENCINAS HOSPITAL, LLC",General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,40,-1.8189894035458565e-12
36998,2010-01-01,Los Angeles,106190468.0,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,General Acute Care,Intensive Care,730.0,23.0,700.0,38,91.0,74,576,90.99999999999831
37013,2010-01-01,Los Angeles,106190470.0,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,General Acute Care,Intensive Care,10220.0,751.0,8573.0,1001,3399.0,74,584,3399.0000000000014
37027,2010-01-01,Los Angeles,106190475.0,COMMUNITY HOSPITAL OF LONG BEACH,General Acute Care,Intensive Care,7300.0,246.0,2331.0,282,5497.0,74,125,5497.000000000002
37041,2010-01-01,Los Angeles,106190500.0,MARINA DEL REY HOSPITAL,General Acute Care,Intensive Care,4380.0,228.0,2722.0,480,2366.0,74,469,2365.9999999999995
37055,2010-01-01,Los Angeles,106190517.0,PROVIDENCE TARZANA MEDICAL CENTER,General Acute Care,Intensive Care,6205.0,366.0,2305.0,0,4266.0,74,589,4266.000000000002
37069,2010-01-01,Los Angeles,106190521.0,MEMORIAL HOSPITAL OF GARDENA,General Acute Care,Intensive Care,1825.0,293.0,3794.0,1400,-276.0,74,479,-276.00000000000284
37083,2010-01-01,Los Angeles,106190522.0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,4380.0,140.0,2997.0,719,2242.0,74,239,2241.999999999999
37097,2010-01-01,Los Angeles,106190524.0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,General Acute Care,Intensive Care,1825.0,129.0,1585.0,501,870.0,74,503,869.9999999999984
37111,2010-01-01,Los Angeles,106190525.0,LONG BEACH MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,22265.0,699.0,16733.0,3421,9652.0,74,443,9652.000000000004
37125,2010-01-01,Los Angeles,106190529.0,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,General Acute Care,Intensive Care,3285.0,181.0,2912.0,629,1183.0,74,498,1182.9999999999989
37139,2010-01-01,Los Angeles,106190534.0,OLYMPIA MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,106.0,1851.0,344,789.0,74,540,788.9999999999985
37151,2010-01-01,Los Angeles,106190538.0,COMMUNITY AND MISSION HSP OF HNTG PARK-FLORENCE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,119,-1.8189894035458565e-12
37165,2010-01-01,Los Angeles,106190541.0,MONROVIA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,42.0,1408.0,113,207.0,74,510,206.9999999999984
37179,2010-01-01,Los Angeles,106190547.0,MONTEREY PARK HOSPITAL,General Acute Care,Intensive Care,1460.0,80.0,1293.0,210,457.0,74,512,456.9999999999984
37193,2010-01-01,Los Angeles,106190552.0,MOTION PICTURE AND TELEVISION HOSPITAL,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1460.0,74,515,1459.999999999999
37207,2010-01-01,Los Angeles,106190555.0,CEDARS SINAI MEDICAL CENTER,General Acute Care,Intensive Care,43800.0,892.0,21481.0,4873,28084.0,74,76,28084.000000000015
37221,2010-01-01,Los Angeles,106190568.0,NORTHRIDGE HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,1189.0,4504.0,809,6254.0,74,531,6254.000000000002
